Gender,Residential_Pincode,Annual_Income_INR,CIBIL_Score,Employment_Gap,Device_OS,Loan_Status
Male,581101,2939488.0,689.0,True,iOS,0
Male,581101,,828.0,True,iOS,1
Male,580023,1576439.0,897.0,False,Android,0
Male,570001,522141.0,,False,Android,0
Male,560038,2056825.0,853.0,True,iOS,0
Female,570001,,411.0,False,Android,0
Male,560067,2938143.0,834.0,False,iOS,0
Male,570001,,659.0,True,iOS,0
Female,560008,446245.0,855.0,False,Android,0
Female,582101,3045709.0,575.0,False,Android,1
Male,581101,1901329.0,569.0,False,Android,0
Male,560038,1194817.0,477.0,False,Android,0
Female,582101,2180057.0,811.0,True,iOS,0
Female,560001,1986685.0,612.0,False,iOS,0
Female,560038,2947485.0,561.0,True,Android,0
Male,580023,2527640.0,829.0,False,iOS,0
Female,570001,3424844.0,338.0,False,Android,0
Female,560067,2761765.0,429.0,False,Android,0
Male,570001,505584.0,636.0,True,iOS,0
Male,582101,1492001.0,383.0,False,iOS,1
Male,570001,1683177.0,700.0,False,iOS,0
Male,560001,2841217.0,369.0,False,Android,0
Female,560001,1211522.0,837.0,False,Android,0
Female,560001,1121788.0,747.0,True,Android,0
Female,560008,2914221.0,523.0,True,Android,0
Female,560008,1196009.0,727.0,False,Android,1
Male,560001,2509996.0,403.0,True,iOS,0
Male,560001,2319247.0,856.0,False,iOS,1
Male,581101,2925046.0,578.0,True,Android,0
Female,582101,,589.0,True,Android,0
Male,580023,1856546.0,460.0,True,Android,0
Male,570001,554380.0,776.0,True,iOS,1
Male,570001,2577028.0,551.0,True,iOS,0
Male,581101,1753269.0,516.0,False,iOS,0
Female,560067,1429397.0,497.0,False,Android,0
Female,570001,2596502.0,736.0,True,Android,1
Male,560038,2115624.0,,True,iOS,1
Female,560008,482172.0,620.0,True,iOS,0
Female,570001,2297633.0,647.0,False,iOS,1
Male,581101,1172208.0,413.0,True,iOS,1
Male,580023,497307.0,756.0,False,iOS,0
Female,560008,,807.0,False,Android,1
Male,582101,1670929.0,567.0,True,iOS,0
Female,560038,1199907.0,370.0,False,iOS,0
Female,581101,2019133.0,870.0,True,iOS,0
Male,560001,2911456.0,344.0,True,iOS,0
Male,560001,1640850.0,443.0,False,iOS,0
Male,582101,1588553.0,700.0,True,Android,0
Male,560008,3095283.0,854.0,False,Android,0
Male,560001,418775.0,321.0,False,Android,0
Male,581101,3296211.0,887.0,False,Android,0
Male,560008,2235649.0,587.0,False,Android,0
Female,581101,2043950.0,819.0,True,iOS,0
Male,570001,3180857.0,409.0,False,iOS,0
Male,560038,3352800.0,885.0,False,Android,1
Male,581101,1297793.0,574.0,True,Android,0
Female,560067,3372188.0,611.0,False,Android,0
Male,560001,486621.0,820.0,True,Android,0
Female,560008,,459.0,False,Android,1
Female,580023,1315690.0,396.0,False,iOS,0
Female,582101,3343139.0,772.0,True,Android,0
Male,570001,314128.0,392.0,True,iOS,1
Male,570001,3017736.0,563.0,True,iOS,1
Female,560038,3480776.0,467.0,True,iOS,0
Female,560038,3406641.0,621.0,True,Android,1
Female,582101,1299686.0,333.0,True,iOS,0
Female,570001,1147785.0,337.0,False,iOS,0
Male,582101,2434433.0,638.0,False,iOS,1
Female,581101,2927884.0,,True,iOS,1
Male,560001,2716784.0,884.0,False,Android,1
Female,582101,2796961.0,702.0,False,Android,0
Male,560001,646774.0,800.0,True,Android,1
Female,560067,3108543.0,475.0,False,iOS,0
Female,560038,3051878.0,494.0,True,iOS,0
Female,560038,1433429.0,717.0,True,iOS,0
Male,580023,1656842.0,,False,Android,0
Male,560001,1887875.0,401.0,True,iOS,0
Female,560067,1985109.0,464.0,False,iOS,0
Female,560038,3468402.0,856.0,True,Android,1
Female,580023,1549583.0,888.0,True,iOS,1
Male,582101,1179566.0,315.0,False,Android,1
Male,560067,903826.0,502.0,True,Android,0
Female,560008,2498292.0,680.0,True,iOS,1
Female,570001,3441964.0,864.0,False,iOS,0
Female,582101,692570.0,496.0,False,iOS,0
Male,560001,3399143.0,587.0,True,Android,0
Male,580023,513089.0,728.0,False,iOS,0
Female,581101,1649705.0,900.0,False,iOS,0
Female,582101,3226482.0,850.0,True,Android,0
Male,560038,1264068.0,369.0,True,iOS,1
Male,582101,3312095.0,811.0,False,iOS,0
Male,570001,1539756.0,784.0,False,Android,0
Male,582101,1569291.0,817.0,False,Android,0
Male,570001,3083097.0,739.0,False,Android,0
Female,560008,3099486.0,525.0,True,Android,1
Female,580023,648071.0,338.0,False,Android,0
Male,560038,1251268.0,751.0,False,iOS,1
Female,581101,1711282.0,659.0,False,iOS,1
Male,581101,1565231.0,628.0,False,iOS,0
Female,560067,1123156.0,798.0,True,Android,0
Female,580023,1438346.0,518.0,True,Android,0
Female,560038,2022647.0,458.0,False,Android,0
Female,560067,1404928.0,608.0,True,Android,0
Female,580023,,837.0,True,Android,0
Male,570001,1840485.0,790.0,True,Android,1
Male,560038,2584602.0,438.0,True,iOS,0
Female,581101,2704482.0,633.0,True,Android,1
Female,560067,369260.0,524.0,False,Android,0
Male,570001,2586880.0,849.0,True,Android,1
Male,582101,2845550.0,423.0,True,Android,0
Female,560038,2284471.0,800.0,True,iOS,1
Female,580023,325175.0,762.0,False,Android,1
Female,570001,2270340.0,360.0,False,iOS,0
Female,580023,1356371.0,690.0,True,Android,1
Male,580023,613847.0,483.0,True,iOS,0
Female,560067,1091149.0,515.0,False,Android,1
Female,560008,1583646.0,523.0,True,Android,1
Male,581101,455450.0,843.0,False,iOS,0
Female,560067,2955259.0,663.0,False,iOS,1
Male,570001,2609135.0,,True,iOS,1
Female,560067,358482.0,465.0,False,Android,0
Female,560038,577163.0,461.0,True,Android,0
Male,560001,2138079.0,468.0,False,iOS,0
Male,582101,702012.0,,True,iOS,0
Male,581101,1825633.0,397.0,True,Android,0
Female,581101,827223.0,569.0,False,Android,0
Male,560008,1190735.0,415.0,False,Android,0
Male,560008,2206692.0,604.0,False,iOS,0
Female,560038,776252.0,713.0,False,Android,0
Male,581101,1643870.0,407.0,True,Android,0
Male,560008,1132987.0,311.0,False,Android,0
Female,560067,1026807.0,602.0,True,iOS,0
Male,581101,697591.0,413.0,False,Android,0
Female,581101,,322.0,True,Android,0
Female,560067,2151764.0,833.0,True,iOS,0
Female,570001,2608996.0,492.0,False,iOS,1
Female,560008,1741420.0,404.0,False,Android,0
Male,560008,1134811.0,344.0,False,iOS,0
Female,560067,3223253.0,878.0,False,iOS,1
Male,560038,2867837.0,720.0,False,Android,1
Male,560001,314864.0,354.0,False,iOS,1
Female,560038,2905270.0,,True,Android,1
Female,560067,725685.0,366.0,True,Android,0
Male,560001,644729.0,540.0,True,Android,1
Female,570001,2488758.0,826.0,True,iOS,0
Male,560067,3379345.0,750.0,True,iOS,1
Female,570001,1054269.0,463.0,True,iOS,0
Female,560038,2371573.0,467.0,False,iOS,0
Female,570001,2108510.0,505.0,True,Android,0
Female,580023,3020667.0,834.0,True,iOS,1
Female,560008,2180441.0,765.0,False,iOS,0
Male,580023,532076.0,321.0,False,iOS,0
Male,560008,1825378.0,,True,iOS,1
Female,581101,1403290.0,370.0,True,Android,1
Male,582101,1598075.0,380.0,True,Android,0
Male,560067,2730086.0,659.0,True,iOS,1
Male,582101,2763448.0,,False,iOS,0
Female,560038,2704884.0,594.0,False,Android,0
Female,560067,1659351.0,459.0,False,Android,0
Male,560008,2320340.0,639.0,False,Android,0
Female,570001,1602970.0,394.0,False,Android,0
Female,581101,3386789.0,643.0,True,Android,0
Male,581101,2194572.0,784.0,False,Android,0
Female,581101,412713.0,390.0,False,iOS,0
Male,560038,1592495.0,443.0,False,iOS,1
Male,560038,373348.0,617.0,False,iOS,0
Female,581101,2198637.0,731.0,True,Android,1
Male,560001,2048596.0,458.0,True,Android,0
Male,560067,,540.0,True,Android,0
Male,581101,1696447.0,317.0,True,iOS,0
Female,581101,2900508.0,529.0,True,Android,0
Female,560038,1423193.0,862.0,True,Android,0
Male,570001,1001364.0,535.0,True,iOS,0
Male,581101,2046022.0,799.0,True,iOS,0
Male,560038,1922458.0,509.0,True,iOS,0
Male,560001,1514227.0,355.0,True,Android,0
Male,560038,2624867.0,635.0,True,Android,0
Male,581101,1932122.0,357.0,False,Android,0
Female,570001,1384710.0,837.0,True,iOS,1
Female,560008,1836152.0,615.0,True,iOS,0
Male,582101,1380099.0,680.0,False,Android,0
Male,570001,986556.0,504.0,True,iOS,0
Male,581101,1325566.0,740.0,False,Android,0
Male,580023,3276508.0,428.0,False,iOS,0
Male,582101,1656668.0,624.0,True,Android,1
Female,570001,1930151.0,585.0,False,Android,0
Female,560038,403338.0,573.0,True,Android,0
Male,580023,853817.0,372.0,False,iOS,1
Female,581101,2090959.0,746.0,True,iOS,1
Female,560038,1658254.0,350.0,False,iOS,0
Female,570001,3210769.0,693.0,True,iOS,1
Female,560001,2964144.0,502.0,True,Android,0
Female,581101,2236934.0,637.0,False,iOS,1
Female,560038,2723129.0,551.0,False,Android,0
Male,560008,3031835.0,621.0,True,iOS,1
Female,581101,2153883.0,562.0,False,Android,1
Male,560001,574241.0,524.0,False,Android,0
Male,560038,795027.0,784.0,False,iOS,0
Female,580023,,,False,iOS,0
Male,570001,2456875.0,900.0,False,iOS,0
Male,580023,3390663.0,833.0,True,iOS,0
Male,580023,2527894.0,350.0,False,Android,0
Male,581101,904161.0,706.0,False,Android,0
Male,560001,1520543.0,857.0,True,iOS,1
Female,581101,482892.0,354.0,True,iOS,0
Female,560038,1330157.0,328.0,True,iOS,0
Male,560008,452227.0,385.0,True,iOS,0
Male,560067,3307753.0,344.0,True,iOS,0
Male,560038,2695333.0,798.0,False,iOS,1
Female,580023,2243337.0,314.0,False,iOS,0
Male,560008,3189113.0,621.0,False,iOS,1
Female,560001,488109.0,433.0,True,iOS,0
Male,570001,638417.0,878.0,False,Android,1
Female,582101,1716046.0,463.0,True,Android,0
Male,560008,562882.0,805.0,False,iOS,1
Female,560001,2303083.0,833.0,True,Android,0
Male,570001,1972898.0,338.0,False,Android,0
Male,560038,1756711.0,388.0,False,iOS,0
Male,560001,2241323.0,484.0,False,Android,0
Male,582101,2852188.0,771.0,True,Android,0
Female,581101,2474652.0,804.0,False,iOS,1
Female,581101,1538154.0,397.0,False,Android,0
Male,560038,2145877.0,658.0,True,iOS,1
Female,581101,2664115.0,622.0,False,iOS,1
Female,560008,2991402.0,457.0,True,Android,0
Female,570001,,759.0,True,Android,1
Female,570001,2158425.0,551.0,True,Android,0
Female,560038,3084849.0,779.0,False,iOS,1
Female,560067,708902.0,353.0,True,Android,0
Female,560008,2028553.0,872.0,True,Android,0
Female,560067,,328.0,True,iOS,1
Male,570001,2449277.0,545.0,True,iOS,1
Female,560038,900875.0,,False,iOS,1
Female,560008,3091904.0,899.0,False,Android,1
Female,560067,1723320.0,633.0,False,Android,0
Female,582101,582981.0,449.0,True,iOS,0
Male,570001,2284200.0,673.0,False,iOS,0
Male,560067,2874106.0,862.0,False,Android,1
Male,560001,1375352.0,800.0,False,iOS,1
Male,560001,2838125.0,801.0,True,iOS,1
Female,560001,1988954.0,322.0,True,Android,0
Female,560001,631293.0,655.0,False,iOS,0
Male,560008,2615292.0,831.0,False,iOS,1
Female,560038,1531516.0,764.0,False,Android,1
Male,560067,1962738.0,791.0,True,iOS,1
Male,560008,2760654.0,498.0,True,iOS,0
Male,560008,,767.0,True,Android,0
Female,560038,2160991.0,583.0,True,Android,0
Male,581101,897021.0,368.0,True,iOS,0
Female,560001,2634221.0,696.0,False,Android,0
Male,560067,1668086.0,832.0,False,Android,1
Male,570001,3375477.0,302.0,False,Android,0
Male,581101,1490271.0,753.0,True,iOS,1
Male,560001,2774045.0,472.0,False,Android,0
Male,560038,1032897.0,344.0,False,iOS,0
Female,560008,3000491.0,880.0,False,Android,1
Male,560001,3463357.0,618.0,False,Android,0
Female,570001,3245531.0,614.0,True,iOS,0
Female,570001,492012.0,878.0,True,iOS,0
Female,560001,590217.0,837.0,False,iOS,0
Female,560038,2804899.0,645.0,False,iOS,0
Female,560038,2938619.0,476.0,True,Android,0
Female,581101,655495.0,574.0,False,iOS,1
Male,570001,3238540.0,740.0,True,iOS,1
Male,560067,1527442.0,414.0,True,Android,0
Female,581101,3189924.0,641.0,False,iOS,0
Male,580023,2959459.0,482.0,False,iOS,0
Female,581101,3262990.0,324.0,True,Android,1
Male,570001,2178959.0,590.0,True,Android,0
Male,582101,1713953.0,413.0,True,iOS,0
Female,560067,3239849.0,370.0,False,iOS,0
Female,560038,1353049.0,701.0,False,iOS,1
Male,581101,788314.0,371.0,False,Android,0
Female,560067,2146032.0,767.0,True,Android,0
Male,582101,2446040.0,896.0,False,Android,0
Female,560038,2519143.0,367.0,False,iOS,0
Male,581101,1454315.0,716.0,True,iOS,0
Female,560008,1605669.0,,False,iOS,0
Male,560008,1080749.0,755.0,True,iOS,1
Male,560067,2469541.0,640.0,False,Android,1
Female,581101,1426383.0,428.0,True,Android,0
Female,580023,1243981.0,559.0,True,iOS,0
Female,560067,1555161.0,,True,Android,0
Male,580023,3378810.0,413.0,True,iOS,0
Male,580023,920179.0,418.0,True,Android,0
Male,582101,691343.0,836.0,False,Android,1
Male,560001,1319289.0,577.0,True,Android,0
Female,582101,2609100.0,809.0,True,iOS,0
Female,560001,924385.0,341.0,True,iOS,1
Female,560067,953583.0,834.0,True,iOS,0
Male,560038,2984738.0,659.0,False,iOS,0
Female,560038,2954101.0,501.0,True,Android,0
Female,581101,1282464.0,407.0,False,Android,1
Female,560038,2029741.0,556.0,False,Android,1
Male,582101,1427901.0,338.0,True,iOS,0
Female,580023,367817.0,522.0,False,iOS,0
Female,581101,1793950.0,846.0,False,Android,0
Female,581101,3169319.0,861.0,True,iOS,0
Female,560001,1937562.0,406.0,True,Android,1
Female,581101,2929202.0,544.0,True,Android,0
Female,560038,2549502.0,460.0,False,Android,0
Male,560001,2429845.0,843.0,False,iOS,1
Male,580023,2079607.0,,True,Android,0
Male,560008,1738828.0,533.0,True,iOS,0
Female,560067,2271003.0,542.0,True,Android,1
Male,570001,2433927.0,592.0,True,iOS,0
Female,582101,2089913.0,793.0,True,iOS,0
Male,581101,468150.0,331.0,False,Android,1
Male,560038,3458693.0,656.0,False,iOS,0
Male,560038,1534811.0,607.0,False,Android,0
Male,560001,3295699.0,720.0,False,Android,1
Male,570001,2880591.0,599.0,True,Android,1
Female,570001,3415381.0,872.0,True,iOS,0
Female,560038,1841635.0,399.0,False,iOS,0
Male,560067,885752.0,433.0,True,Android,0
Male,560008,1122520.0,307.0,False,Android,0
Female,581101,1615936.0,871.0,True,iOS,0
Female,582101,1300767.0,693.0,False,Android,1
Female,581101,490797.0,622.0,False,iOS,1
Female,582101,2546097.0,534.0,True,iOS,0
Male,580023,2919344.0,463.0,False,iOS,0
Female,570001,1684273.0,342.0,True,Android,1
Male,560008,2536596.0,859.0,True,Android,1
Female,581101,2530725.0,765.0,True,iOS,0
Male,560038,697792.0,816.0,False,Android,1
Female,581101,2889040.0,757.0,True,iOS,0
Male,580023,2997481.0,716.0,False,Android,0
Male,580023,2378962.0,849.0,True,iOS,0
Male,560067,2846523.0,850.0,False,iOS,1
Male,560008,3434093.0,342.0,False,Android,0
Male,560001,1876743.0,558.0,True,iOS,1
Male,580023,2319041.0,376.0,True,iOS,1
Male,560067,2359994.0,,False,Android,1
Male,560008,2488436.0,499.0,True,iOS,0
Female,582101,3285589.0,730.0,False,iOS,1
Male,560008,3346523.0,587.0,False,iOS,0
Female,560038,1633872.0,584.0,True,iOS,1
Female,560067,3248190.0,506.0,False,Android,0
Female,560067,818503.0,838.0,False,Android,0
Female,560067,1305400.0,512.0,False,iOS,0
Female,560067,2064140.0,655.0,True,iOS,0
Male,582101,1535699.0,337.0,True,iOS,1
Female,560001,3443978.0,488.0,False,iOS,1
Male,560067,1200256.0,606.0,False,iOS,0
Female,580023,1807423.0,538.0,True,iOS,0
Female,581101,2815144.0,615.0,False,Android,0
Female,582101,2743271.0,525.0,False,iOS,0
Female,570001,814768.0,489.0,False,iOS,1
Male,560008,3032771.0,308.0,False,Android,0
Female,560001,2723808.0,378.0,False,Android,1
Female,560001,1171978.0,755.0,False,iOS,1
Male,570001,999712.0,658.0,True,iOS,1
Male,570001,2759349.0,499.0,False,Android,1
Female,582101,,426.0,True,Android,0
Male,560038,1118129.0,332.0,True,Android,0
Female,570001,873691.0,878.0,True,iOS,0
Male,582101,1400226.0,889.0,True,Android,0
Female,580023,3391025.0,803.0,True,Android,1
Female,581101,1854130.0,457.0,True,iOS,1
Female,582101,2105345.0,466.0,False,iOS,0
Male,560038,3119189.0,658.0,True,iOS,1
Male,560067,632606.0,705.0,True,Android,1
Female,581101,2850432.0,410.0,True,iOS,0
Female,560038,3011992.0,314.0,True,iOS,0
Female,570001,1624736.0,713.0,True,iOS,0
Male,560008,2943944.0,660.0,True,iOS,0
Female,560001,1811334.0,832.0,False,Android,0
Female,581101,452249.0,661.0,False,iOS,0
Male,560001,1796238.0,620.0,False,iOS,0
Female,582101,601667.0,506.0,True,Android,0
Female,582101,821295.0,785.0,True,Android,0
Female,560067,1267487.0,403.0,False,iOS,0
Male,580023,2775300.0,549.0,True,Android,0
Female,560001,3253638.0,747.0,False,Android,0
Female,580023,1082356.0,461.0,True,Android,0
Female,560067,2727950.0,382.0,True,iOS,0
Female,582101,1988440.0,598.0,False,iOS,0
Male,582101,2121672.0,435.0,True,Android,0
Male,570001,974494.0,602.0,False,Android,1
Male,560008,1263943.0,399.0,False,Android,0
Male,570001,3101240.0,772.0,True,Android,1
Male,581101,3104031.0,347.0,False,Android,0
Male,560067,930190.0,692.0,False,Android,0
Male,581101,2830227.0,686.0,False,Android,1
Female,580023,956998.0,557.0,False,Android,0
Male,581101,2152929.0,345.0,False,Android,1
Male,560038,3312293.0,825.0,False,iOS,1
Female,581101,945427.0,497.0,True,iOS,1
Male,560067,774149.0,600.0,True,Android,0
Female,560008,1050908.0,747.0,True,iOS,1
Male,560067,986232.0,428.0,False,iOS,1
Female,581101,3257552.0,639.0,True,iOS,0
Male,560038,958198.0,773.0,True,Android,1
Female,560038,1630473.0,672.0,True,iOS,0
Female,570001,2918337.0,682.0,False,iOS,0
Female,560038,3094579.0,576.0,True,iOS,0
Female,560008,566164.0,650.0,False,Android,1
Female,582101,332052.0,376.0,False,iOS,0
Female,581101,,682.0,False,Android,0
Male,582101,2537251.0,332.0,False,Android,0
Male,581101,2302538.0,750.0,True,Android,0
Female,570001,3045372.0,346.0,True,Android,0
Male,580023,2747731.0,849.0,False,iOS,0
Female,582101,627314.0,401.0,True,Android,0
Male,582101,2942672.0,300.0,True,iOS,1
Male,581101,666521.0,814.0,True,Android,1
Female,560001,632047.0,794.0,True,iOS,1
Female,560008,1855795.0,784.0,True,Android,0
Male,560038,,444.0,True,Android,0
Male,581101,2059187.0,449.0,False,iOS,0
Male,560038,2153443.0,649.0,True,Android,0
Female,570001,2004383.0,,True,Android,0
Female,581101,2915367.0,368.0,True,iOS,0
Male,580023,662246.0,368.0,False,Android,0
Male,560038,2905830.0,634.0,False,iOS,1
Female,581101,2032479.0,830.0,True,iOS,0
Female,560008,1667019.0,799.0,True,Android,0
Female,581101,431881.0,466.0,True,iOS,1
Female,560067,992162.0,791.0,False,Android,0
Male,560008,3087611.0,424.0,False,iOS,0
Female,581101,642042.0,869.0,False,iOS,0
Female,581101,,872.0,True,Android,0
Male,560008,3075914.0,863.0,True,iOS,1
Female,560067,2670097.0,621.0,False,Android,0
Female,581101,2762046.0,719.0,False,Android,0
Male,580023,2828047.0,823.0,True,Android,1
Female,581101,2059323.0,562.0,True,iOS,1
Male,560067,2607165.0,860.0,False,iOS,1
Male,560001,2036321.0,799.0,False,iOS,1
Male,582101,1334647.0,842.0,True,Android,0
Male,560001,,670.0,False,Android,0
Female,581101,1589267.0,508.0,True,iOS,1
Male,580023,691007.0,735.0,False,Android,1
Male,581101,1793085.0,703.0,False,iOS,0
Female,580023,371763.0,775.0,True,Android,0
Male,560008,2823611.0,648.0,True,Android,0
Male,560008,,654.0,False,iOS,0
Female,560008,2592317.0,572.0,False,Android,0
Female,560001,3184615.0,322.0,False,Android,0
Male,560067,625734.0,498.0,True,Android,0
Male,560001,2303746.0,415.0,True,iOS,1
Male,580023,,517.0,False,iOS,0
Male,580023,318819.0,656.0,False,Android,0
Male,581101,1752409.0,707.0,False,iOS,0
Male,560001,2672854.0,865.0,True,Android,0
Male,570001,3402158.0,545.0,False,iOS,0
Male,581101,1339551.0,562.0,True,Android,0
Male,560008,3494722.0,435.0,True,Android,0
Female,581101,1940511.0,665.0,False,iOS,1
Female,582101,679495.0,730.0,True,Android,0
Male,570001,998639.0,826.0,True,iOS,0
Female,581101,3217675.0,825.0,True,iOS,1
Female,582101,2355086.0,879.0,False,Android,0
Male,581101,2549781.0,714.0,False,iOS,1
Female,581101,1685157.0,666.0,False,Android,0
Male,560001,714163.0,893.0,True,iOS,0
Female,560038,1367977.0,703.0,True,iOS,1
Male,560008,1727307.0,651.0,True,iOS,1
Male,560001,1437032.0,664.0,True,iOS,0
Female,580023,1543539.0,423.0,True,iOS,0
Male,560038,2768301.0,657.0,False,iOS,0
Female,560038,1870922.0,,False,iOS,0
Female,560001,566199.0,683.0,False,Android,1
Male,560038,1224643.0,747.0,False,iOS,1
Male,580023,872770.0,494.0,True,Android,1
Male,560067,1585002.0,750.0,False,Android,1
Female,560001,754451.0,433.0,False,Android,0
Male,570001,3436196.0,801.0,True,iOS,0
Male,570001,3435052.0,838.0,True,iOS,0
Male,560038,1790037.0,467.0,False,Android,0
Male,581101,3354815.0,691.0,False,Android,0
Male,570001,3082006.0,715.0,True,iOS,0
Female,570001,,778.0,False,Android,0
Female,580023,744977.0,840.0,False,Android,1
Male,560001,2740437.0,800.0,True,iOS,1
Male,582101,2698891.0,870.0,False,iOS,0
Male,570001,3220601.0,470.0,True,Android,0
Male,560038,2604059.0,565.0,False,Android,0
Female,570001,1511260.0,632.0,False,iOS,0
Female,560008,876558.0,,True,Android,0
Female,582101,689372.0,898.0,False,Android,0
Male,570001,399173.0,648.0,True,Android,0
Male,582101,1652460.0,506.0,True,Android,0
Male,560008,,367.0,False,Android,1
Male,560008,,600.0,False,iOS,0
Male,580023,1404246.0,558.0,False,Android,1
Female,560008,3181464.0,343.0,False,iOS,1
Female,570001,1346833.0,610.0,True,Android,0
Female,570001,3142785.0,559.0,False,Android,1
Female,581101,2469363.0,619.0,False,iOS,0
Male,560038,479400.0,378.0,False,iOS,1
Female,560001,2624367.0,521.0,True,Android,0
Female,560001,1941824.0,790.0,False,iOS,1
Male,560038,501086.0,595.0,False,Android,0
Female,560008,709957.0,379.0,False,iOS,1
Female,582101,3060107.0,399.0,False,iOS,1
Male,582101,691962.0,661.0,True,Android,0
Female,581101,448321.0,460.0,True,Android,1
Female,581101,2918117.0,486.0,False,iOS,0
Male,582101,,323.0,False,iOS,0
Female,560038,2172399.0,618.0,True,Android,1
Female,570001,315704.0,361.0,True,iOS,1
Male,580023,1065156.0,,True,iOS,0
Male,560008,2762715.0,399.0,False,Android,1
Male,560038,1416294.0,342.0,False,Android,1
Female,581101,482657.0,766.0,False,iOS,1
Male,581101,3432576.0,655.0,False,iOS,0
Male,560067,2852968.0,845.0,False,Android,0
Female,560067,444419.0,586.0,True,Android,1
Male,570001,2245738.0,420.0,True,Android,0
Female,560001,1721440.0,411.0,False,Android,0
Male,560038,1601791.0,380.0,False,iOS,1
Female,580023,2842935.0,580.0,False,iOS,0
Female,560038,1656919.0,,False,Android,1
Female,582101,577786.0,875.0,False,iOS,0
Male,560008,1120420.0,556.0,True,iOS,0
Female,580023,2159561.0,436.0,True,Android,0
Female,582101,3424800.0,573.0,True,iOS,1
Male,560008,2992513.0,385.0,False,Android,0
Female,560067,3079184.0,516.0,True,Android,0
Male,560038,,664.0,False,Android,0
Female,560001,2891555.0,619.0,False,Android,0
Male,581101,3420184.0,729.0,False,iOS,0
Female,560038,988742.0,397.0,False,Android,0
Female,570001,3318752.0,877.0,False,iOS,0
Female,582101,475316.0,615.0,True,iOS,0
Female,582101,3103436.0,342.0,True,Android,0
Male,570001,3241563.0,311.0,False,Android,0
Female,581101,1971540.0,347.0,False,Android,0
Female,570001,2792051.0,779.0,True,iOS,0
Female,560067,1693635.0,400.0,True,iOS,1
Male,580023,1426934.0,888.0,True,Android,0
Female,560001,3422129.0,849.0,False,Android,0
Female,560038,1665783.0,789.0,True,Android,0
Female,580023,1895486.0,835.0,True,Android,0
Male,560001,2032938.0,392.0,False,iOS,1
Male,582101,655378.0,445.0,True,Android,0
Female,560067,1762589.0,646.0,True,iOS,0
Female,560001,574447.0,660.0,True,Android,1
Male,570001,1981484.0,326.0,False,iOS,0
Male,560038,3118568.0,774.0,True,Android,1
Male,580023,1346580.0,675.0,True,iOS,0
Female,560038,2829312.0,608.0,False,Android,0
Female,570001,3130156.0,492.0,False,Android,1
Female,560001,2109477.0,784.0,False,Android,0
Male,560038,2621359.0,419.0,True,iOS,1
Female,560008,2504490.0,413.0,True,Android,0
Male,582101,,889.0,True,Android,0
Female,560038,2559325.0,803.0,True,iOS,1
Female,582101,2031458.0,329.0,False,iOS,0
Male,581101,951355.0,841.0,False,Android,0
Female,560001,,638.0,False,Android,0
Female,570001,3098951.0,514.0,False,Android,1
Female,582101,3227978.0,870.0,True,iOS,0
Female,580023,2103586.0,331.0,True,iOS,1
Male,582101,2113581.0,462.0,False,Android,0
Female,560038,3369383.0,303.0,False,iOS,0
Male,560008,,777.0,True,iOS,1
Male,560038,2399233.0,572.0,False,iOS,1
Male,560038,525473.0,519.0,True,iOS,0
Male,580023,333183.0,629.0,False,Android,1
Female,581101,3434276.0,451.0,True,iOS,0
Female,560008,2216043.0,714.0,False,iOS,0
Male,570001,1382162.0,533.0,True,Android,0
Male,582101,3373305.0,319.0,True,Android,1
Female,560008,1606650.0,512.0,False,iOS,0
Male,560038,2417996.0,756.0,False,Android,0
Male,560067,2807797.0,525.0,False,Android,0
Female,560008,697177.0,892.0,False,iOS,0
Female,560008,2065376.0,762.0,True,Android,0
Male,560001,2313620.0,428.0,True,iOS,0
Female,582101,436473.0,409.0,True,Android,1
Female,580023,1889230.0,756.0,True,iOS,0
Male,560001,3089881.0,824.0,False,Android,0
Female,581101,1927187.0,502.0,False,iOS,0
Male,582101,2958510.0,546.0,True,Android,0
Female,581101,2415768.0,657.0,False,Android,0
Female,580023,1019047.0,880.0,False,iOS,0
Male,570001,3118804.0,367.0,True,Android,0
Male,560067,2423525.0,752.0,True,Android,1
Female,582101,1280986.0,397.0,False,iOS,1
Female,560001,3089719.0,574.0,True,iOS,0
Female,580023,1614389.0,869.0,True,iOS,0
Male,570001,1490887.0,779.0,True,iOS,0
Male,560067,2214462.0,306.0,False,iOS,1
Female,560008,2464184.0,874.0,False,iOS,1
Male,582101,2954067.0,416.0,True,Android,1
Female,582101,1603556.0,364.0,True,iOS,0
Female,560038,1655608.0,772.0,False,iOS,1
Male,582101,938727.0,807.0,True,iOS,0
Male,580023,3237269.0,309.0,False,Android,1
Female,560008,2057510.0,335.0,False,iOS,0
Female,560038,358592.0,513.0,True,Android,1
Female,582101,1842461.0,885.0,False,Android,0
Female,560067,457201.0,675.0,True,Android,0
Male,560001,3494179.0,751.0,True,Android,1
Male,560038,2322998.0,762.0,True,iOS,0
Male,560001,1512075.0,462.0,False,iOS,1
Female,580023,1713546.0,791.0,True,iOS,1
Female,560038,2537402.0,514.0,True,iOS,1
Female,560001,2365936.0,893.0,True,iOS,0
Female,582101,1882264.0,600.0,True,Android,0
Female,582101,2502447.0,774.0,False,iOS,0
Female,560001,1213014.0,345.0,False,iOS,1
Female,580023,2509734.0,516.0,True,iOS,0
Female,580023,880445.0,399.0,True,Android,0
